지역,규모,연도,월,분양가
세종, 102㎡초과,2019,1,2990
강원, 60㎡이하,2019,1,2525
강원, 60㎡초과 85㎡이하,2019,1,2347
강원, 85㎡초과 102㎡이하,2019,1,3068
강원, 102㎡초과,2019,1,2319
충북, 60㎡이하,2019,1,2261
충북, 60㎡초과 85㎡이하,2019,1,2383
충북, 85㎡초과 102㎡이하,2019,1,2725
충북, 102㎡초과,2019,1,2689
충남, 60㎡이하,2019,1,2487
충남, 60㎡초과 85㎡이하,2019,1,2437
충남, 85㎡초과 102㎡이하,2019,1,2657
충남, 102㎡초과,2019,1,2729
전북, 60㎡이하,2019,1,2666
전북, 60㎡초과 85㎡이하,2019,1,2365
전북, 85㎡초과 102㎡이하,2019,1,3052
전북, 102㎡초과,2019,1,2651
전남, 60㎡이하,2019,1,2152
전남, 60㎡초과 85㎡이하,2019,1,2405
전남, 85㎡초과 102㎡이하,2019,1,2337
전남, 102㎡초과,2019,1,2664
경북, 60㎡이하,2019,1,2486
경북, 60㎡초과 85㎡이하,2019,1,2626
경북, 85㎡초과 102㎡이하,2019,1,2667
경북, 102㎡초과,2019,1,2905
경남, 60㎡이하,2019,1,2887
경남, 60㎡초과 85㎡이하,2019,1,2914
경남, 85㎡초과 102㎡이하,2019,1,3173
경남, 102㎡초과,2019,1,3703
제주, 60㎡이하,2019,1,3804
제주, 60㎡초과 85㎡이하,2019,1,3504
제주, 85㎡초과 102㎡이하,2019,1,3226
제주, 102㎡초과,2019,1,2952
서울, 60㎡이하,2019,2,7654
서울, 60㎡초과 85㎡이하,2019,2,8141
서울, 85㎡초과 102㎡이하,2019,2,6842
서울, 102㎡초과,2019,2,7328
인천, 60㎡이하,2019,2,3455
인천, 60㎡초과 85㎡이하,2019,2,3779
인천, 85㎡초과 102㎡이하,2019,2,3492
인천, 102㎡초과,2019,2,4835
경기, 60㎡이하,2019,2,4444
경기, 60㎡초과 85㎡이하,2019,2,4216
경기, 85㎡초과 102㎡이하,2019,2,5018
경기, 102㎡초과,2019,2,4945
부산, 60㎡이하,2019,2,3778
부산, 60㎡초과 85㎡이하,2019,2,4064
부산, 85㎡초과 102㎡이하,2019,2,4066
부산, 102㎡초과,2019,2,4293
대구, 60㎡이하,2019,2,3977
대구, 60㎡초과 85㎡이하,2019,2,3971
대구, 85㎡초과 102㎡이하,2019,2,4019
대구, 102㎡초과,2019,2,4067
광주, 60㎡이하,2019,2,3207
광주, 60㎡초과 85㎡이하,2019,2,3313
대전, 60㎡초과 85㎡이하,2019,2,3677
대전, 102㎡초과,2019,2,4877
세종, 60㎡이하,2019,2,3064
세종, 60㎡초과 85㎡이하,2019,2,3063
세종, 85㎡초과 102㎡이하,2019,2,3155
세종, 102㎡초과,2019,2,2990
강원, 60㎡이하,2019,2,2525
강원, 60㎡초과 85㎡이하,2019,2,2347
강원, 85㎡초과 102㎡이하,2019,2,3068
강원, 102㎡초과,2019,2,2319
충북, 60㎡이하,2019,2,2158
충북, 60㎡초과 85㎡이하,2019,2,2298
충북, 85㎡초과 102㎡이하,2019,2,2725
충북, 102㎡초과,2019,2,2689
충남, 60㎡이하,2019,2,2487
충남, 60㎡초과 85㎡이하,2019,2,2550
충남, 85㎡초과 102㎡이하,2019,2,2657
충남, 102㎡초과,2019,2,2729
전북, 60㎡이하,2019,2,2666
전북, 60㎡초과 85㎡이하,2019,2,2372
전북, 85㎡초과 102㎡이하,2019,2,3052
전북, 102㎡초과,2019,2,2753
전남, 60㎡이하,2019,2,2274
전남, 60㎡초과 85㎡이하,2019,2,2404
전남, 85㎡초과 102㎡이하,2019,2,2337
전남, 102㎡초과,2019,2,2887
경북, 60㎡이하,2019,2,2486
경북, 60㎡초과 85㎡이하,2019,2,2636
경북, 85㎡초과 102㎡이하,2019,2,2667
경북, 102㎡초과,2019,2,2989
경남, 60㎡이하,2019,2,2887
경남, 60㎡초과 85㎡이하,2019,2,2909
경남, 85㎡초과 102㎡이하,2019,2,3173
경남, 102㎡초과,2019,2,3703
제주, 60㎡이하,2019,2,3804
제주, 60㎡초과 85㎡이하,2019,2,3504
제주, 85㎡초과 102㎡이하,2019,2,3226
제주, 102㎡초과,2019,2,2952
서울, 60㎡이하,2019,3,7750
서울, 60㎡초과 85㎡이하,2019,3,8191
서울, 85㎡초과 102㎡이하,2019,3,6842
서울, 102㎡초과,2019,3,7206
인천, 60㎡이하,2019,3,3415
인천, 60㎡초과 85㎡이하,2019,3,3907
인천, 85㎡초과 102㎡이하,2019,3,3773
인천, 102㎡초과,2019,3,4808
경기, 60㎡이하,2019,3,4200
경기, 60㎡초과 85㎡이하,2019,3,4376
경기, 85㎡초과 102㎡이하,2019,3,4621
경기, 102㎡초과,2019,3,5130
부산, 60㎡이하,2019,3,3857
부산, 60㎡초과 85㎡이하,2019,3,4059
부산, 85㎡초과 102㎡이하,2019,3,4066
부산, 102㎡초과,2019,3,4344
대구, 60㎡이하,2019,3,3977
대구, 60㎡초과 85㎡이하,2019,3,3956
대구, 85㎡초과 102㎡이하,2019,3,4019
대구, 102㎡초과,2019,3,4067
광주, 60㎡이하,2019,3,3207
광주, 60㎡초과 85㎡이하,2019,3,3313
대전, 60㎡초과 85㎡이하,2019,3,3603
대전, 102㎡초과,2019,3,4505
세종, 60㎡이하,2019,3,3064
세종, 60㎡초과 85㎡이하,2019,3,3063
세종, 85㎡초과 102㎡이하,2019,3,3155
세종, 102㎡초과,2019,3,2990
강원, 60㎡이하,2019,3,2574
강원, 60㎡초과 85㎡이하,2019,3,2394
강원, 85㎡초과 102㎡이하,2019,3,3022
강원, 102㎡초과,2019,3,2311
충북, 60㎡이하,2019,3,2158
충북, 60㎡초과 85㎡이하,2019,3,2301
충북, 85㎡초과 102㎡이하,2019,3,2789
충북, 102㎡초과,2019,3,2696
충남, 60㎡이하,2019,3,2561
충남, 60㎡초과 85㎡이하,2019,3,2569
충남, 85㎡초과 102㎡이하,2019,3,2657
충남, 102㎡초과,2019,3,2729
전북, 60㎡이하,2019,3,2666
전북, 60㎡초과 85㎡이하,2019,3,2435
전북, 85㎡초과 102㎡이하,2019,3,3052
전북, 102㎡초과,2019,3,2753
전남, 60㎡이하,2019,3,2241
전남, 60㎡초과 85㎡이하,2019,3,2383
전남, 85㎡초과 102㎡이하,2019,3,2337
전남, 102㎡초과,2019,3,2887
경북, 60㎡이하,2019,3,2486
경북, 60㎡초과 85㎡이하,2019,3,2636
경북, 85㎡초과 102㎡이하,2019,3,2667
경북, 102㎡초과,2019,3,3098
경남, 60㎡이하,2019,3,2776
경남, 60㎡초과 85㎡이하,2019,3,2855
경남, 85㎡초과 102㎡이하,2019,3,3173
경남, 102㎡초과,2019,3,4303
제주, 60㎡이하,2019,3,3804
제주, 60㎡초과 85㎡이하,2019,3,3504
제주, 85㎡초과 102㎡이하,2019,3,3226
제주, 102㎡초과,2019,3,2952
서울, 60㎡이하,2019,4,7894
서울, 60㎡초과 85㎡이하,2019,4,8272
서울, 85㎡초과 102㎡이하,2019,4,6842
서울, 102㎡초과,2019,4,7683
인천, 60㎡이하,2019,4,3415
인천, 60㎡초과 85㎡이하,2019,4,3907
인천, 85㎡초과 102㎡이하,2019,4,3773
인천, 102㎡초과,2019,4,4808
경기, 60㎡이하,2019,4,4185
경기, 60㎡초과 85㎡이하,2019,4,4385
경기, 85㎡초과 102㎡이하,2019,4,4657
경기, 102㎡초과,2019,4,5332
부산, 60㎡이하,2019,4,3857
부산, 60㎡초과 85㎡이하,2019,4,3917
부산, 85㎡초과 102㎡이하,2019,4,4066
부산, 102㎡초과,2019,4,4344
대구, 60㎡이하,2019,4,3989
대구, 60㎡초과 85㎡이하,2019,4,4001
대구, 85㎡초과 102㎡이하,2019,4,4522
대구, 102㎡초과,2019,4,4087
광주, 60㎡이하,2019,4,3226
광주, 60㎡초과 85㎡이하,2019,4,3314
대전, 60㎡초과 85㎡이하,2019,4,3575
대전, 102㎡초과,2019,4,4505
세종, 60㎡초과 85㎡이하,2019,4,3395
세종, 85㎡초과 102㎡이하,2019,4,3510
세종, 102㎡초과,2019,4,3931
강원, 60㎡이하,2019,4,2523
강원, 60㎡초과 85㎡이하,2019,4,2522
강원, 85㎡초과 102㎡이하,2019,4,3022
강원, 102㎡초과,2019,4,2628
충북, 60㎡이하,2019,4,2158
충북, 60㎡초과 85㎡이하,2019,4,2313
충북, 85㎡초과 102㎡이하,2019,4,2789
충북, 102㎡초과,2019,4,2696
충남, 60㎡이하,2019,4,2596
충남, 60㎡초과 85㎡이하,2019,4,2576
충남, 85㎡초과 102㎡이하,2019,4,2657
충남, 102㎡초과,2019,4,2729
전북, 60㎡이하,2019,4,2404
전북, 60㎡초과 85㎡이하,2019,4,2394
전북, 85㎡초과 102㎡이하,2019,4,2724
전북, 102㎡초과,2019,4,2634
전남, 60㎡이하,2019,4,2241
전남, 60㎡초과 85㎡이하,2019,4,2308
전남, 85㎡초과 102㎡이하,2019,4,2337
전남, 102㎡초과,2019,4,2954
경북, 60㎡이하,2019,4,2472
경북, 60㎡초과 85㎡이하,2019,4,2608
경북, 85㎡초과 102㎡이하,2019,4,2667
경북, 102㎡초과,2019,4,3098
경남, 60㎡이하,2019,4,2937
경남, 60㎡초과 85㎡이하,2019,4,2820
경남, 85㎡초과 102㎡이하,2019,4,3173
경남, 102㎡초과,2019,4,4303
제주, 60㎡이하,2019,4,3804
제주, 60㎡초과 85㎡이하,2019,4,3475
제주, 85㎡초과 102㎡이하,2019,4,3226
제주, 102㎡초과,2019,4,3269
서울, 60㎡이하,2019,5,8104
서울, 60㎡초과 85㎡이하,2019,5,8336
서울, 85㎡초과 102㎡이하,2019,5,6842
서울, 102㎡초과,2019,5,7831
인천, 60㎡이하,2019,5,3729
인천, 60㎡초과 85㎡이하,2019,5,3923
인천, 85㎡초과 102㎡이하,2019,5,3773
인천, 102㎡초과,2019,5,4808
경기, 60㎡이하,2019,5,4465
경기, 60㎡초과 85㎡이하,2019,5,4288
경기, 85㎡초과 102㎡이하,2019,5,5051
경기, 102㎡초과,2019,5,5670
부산, 60㎡이하,2019,5,3789
부산, 60㎡초과 85㎡이하,2019,5,3920
부산, 85㎡초과 102㎡이하,2019,5,4583
부산, 102㎡초과,2019,5,4623
대구, 60㎡이하,2019,5,4038
대구, 60㎡초과 85㎡이하,2019,5,4088
대구, 85㎡초과 102㎡이하,2019,5,4127
대구, 102㎡초과,2019,5,4434
광주, 60㎡이하,2019,5,3226
광주, 60㎡초과 85㎡이하,2019,5,3513
광주, 102㎡초과,2019,5,4881
대전, 60㎡초과 85㎡이하,2019,5,3575
대전, 102㎡초과,2019,5,4505
세종, 60㎡초과 85㎡이하,2019,5,3395
세종, 85㎡초과 102㎡이하,2019,5,3510
세종, 102㎡초과,2019,5,3931
강원, 60㎡이하,2019,5,2523
강원, 60㎡초과 85㎡이하,2019,5,2489
강원, 85㎡초과 102㎡이하,2019,5,3329
강원, 102㎡초과,2019,5,2574
충북, 60㎡이하,2019,5,2158
충북, 60㎡초과 85㎡이하,2019,5,2314
충북, 85㎡초과 102㎡이하,2019,5,2576
충북, 102㎡초과,2019,5,2673
충남, 60㎡이하,2019,5,2569
충남, 60㎡초과 85㎡이하,2019,5,2662
충남, 85㎡초과 102㎡이하,2019,5,2657
충남, 102㎡초과,2019,5,2667
전북, 60㎡이하,2019,5,2397
전북, 60㎡초과 85㎡이하,2019,5,2465
전북, 85㎡초과 102㎡이하,2019,5,2724
전북, 102㎡초과,2019,5,2634
전남, 60㎡이하,2019,5,2241
전남, 60㎡초과 85㎡이하,2019,5,2266
전남, 85㎡초과 102㎡이하,2019,5,2337
전남, 102㎡초과,2019,5,2954
경북, 60㎡이하,2019,5,2472
경북, 60㎡초과 85㎡이하,2019,5,2522
경북, 85㎡초과 102㎡이하,2019,5,2667
경북, 102㎡초과,2019,5,3076
경남, 60㎡이하,2019,5,2937
경남, 60㎡초과 85㎡이하,2019,5,2925
경남, 85㎡초과 102㎡이하,2019,5,3211
경남, 102㎡초과,2019,5,4303
제주, 60㎡이하,2019,5,3804
제주, 60㎡초과 85㎡이하,2019,5,3475
제주, 85㎡초과 102㎡이하,2019,5,3226
제주, 102㎡초과,2019,5,3269
서울, 60㎡이하,2019,6,8281
서울, 60㎡초과 85㎡이하,2019,6,8588
서울, 85㎡초과 102㎡이하,2019,6,12728
서울, 102㎡초과,2019,6,8430
인천, 60㎡이하,2019,6,3822
인천, 60㎡초과 85㎡이하,2019,6,3919
인천, 85㎡초과 102㎡이하,2019,6,3773
인천, 102㎡초과,2019,6,4808
경기, 60㎡이하,2019,6,4611
경기, 60㎡초과 85㎡이하,2019,6,4551
경기, 85㎡초과 102㎡이하,2019,6,5264
경기, 102㎡초과,2019,6,5669
부산, 60㎡이하,2019,6,3826
부산, 60㎡초과 85㎡이하,2019,6,3909
부산, 85㎡초과 102㎡이하,2019,6,4323
부산, 102㎡초과,2019,6,4571
대구, 60㎡이하,2019,6,4080
대구, 60㎡초과 85㎡이하,2019,6,4144
대구, 85㎡초과 102㎡이하,2019,6,4127
대구, 102㎡초과,2019,6,4458
광주, 60㎡이하,2019,6,3226
광주, 60㎡초과 85㎡이하,2019,6,3589
광주, 102㎡초과,2019,6,4374
대전, 60㎡이하,2019,6,3334
대전, 60㎡초과 85㎡이하,2019,6,3470
대전, 102㎡초과,2019,6,4505
세종, 60㎡초과 85㎡이하,2019,6,3395
세종, 85㎡초과 102㎡이하,2019,6,3510
세종, 102㎡초과,2019,6,3931
강원, 60㎡이하,2019,6,2540
강원, 60㎡초과 85㎡이하,2019,6,2500
강원, 85㎡초과 102㎡이하,2019,6,3329
강원, 102㎡초과,2019,6,2574
충북, 60㎡이하,2019,6,2149
충북, 60㎡초과 85㎡이하,2019,6,2359
충북, 85㎡초과 102㎡이하,2019,6,2576
충북, 102㎡초과,2019,6,2673
충남, 60㎡이하,2019,6,2507
충남, 60㎡초과 85㎡이하,2019,6,2600
전북, 60㎡이하,2019,6,2397
전북, 60㎡초과 85㎡이하,2019,6,2465
전북, 85㎡초과 102㎡이하,2019,6,2724
전북, 102㎡초과,2019,6,2634
전남, 60㎡이하,2019,6,2241
전남, 60㎡초과 85㎡이하,2019,6,2316
전남, 85㎡초과 102㎡이하,2019,6,2337
전남, 102㎡초과,2019,6,2881
경북, 60㎡이하,2019,6,2472
경북, 60㎡초과 85㎡이하,2019,6,2522
경북, 85㎡초과 102㎡이하,2019,6,2667
경북, 102㎡초과,2019,6,3076
경남, 60㎡이하,2019,6,2937
경남, 60㎡초과 85㎡이하,2019,6,2954
경남, 85㎡초과 102㎡이하,2019,6,3211
경남, 102㎡초과,2019,6,4303
제주, 60㎡이하,2019,6,3804
제주, 60㎡초과 85㎡이하,2019,6,3791
제주, 85㎡초과 102㎡이하,2019,6,3226
제주, 102㎡초과,2019,6,3269
서울, 60㎡이하,2019,7,8231
서울, 60㎡초과 85㎡이하,2019,7,8506
서울, 85㎡초과 102㎡이하,2019,7,12728
서울, 102㎡초과,2019,7,8430
인천, 60㎡이하,2019,7,3822
인천, 60㎡초과 85㎡이하,2019,7,3919
인천, 85㎡초과 102㎡이하,2019,7,3773
인천, 102㎡초과,2019,7,4808
경기, 60㎡이하,2019,7,4422
경기, 60㎡초과 85㎡이하,2019,7,4281
경기, 85㎡초과 102㎡이하,2019,7,5264
경기, 102㎡초과,2019,7,5529
부산, 60㎡이하,2019,7,3788
부산, 60㎡초과 85㎡이하,2019,7,3872
부산, 85㎡초과 102㎡이하,2019,7,4323
부산, 102㎡초과,2019,7,4558
대구, 60㎡이하,2019,7,4191
대구, 60㎡초과 85㎡이하,2019,7,4269
대구, 85㎡초과 102㎡이하,2019,7,4120
대구, 102㎡초과,2019,7,4824
광주, 60㎡이하,2019,7,3292
광주, 60㎡초과 85㎡이하,2019,7,3750
광주, 102㎡초과,2019,7,4159
대전, 60㎡이하,2019,7,3416
대전, 60㎡초과 85㎡이하,2019,7,3467
대전, 102㎡초과,2019,7,4505
세종, 60㎡초과 85㎡이하,2019,7,3395
세종, 85㎡초과 102㎡이하,2019,7,3510
세종, 102㎡초과,2019,7,3931
강원, 60㎡이하,2019,7,2550
강원, 60㎡초과 85㎡이하,2019,7,2475
강원, 85㎡초과 102㎡이하,2019,7,3329
강원, 102㎡초과,2019,7,2823
충북, 60㎡이하,2019,7,2149
충북, 60㎡초과 85㎡이하,2019,7,2316
충북, 85㎡초과 102㎡이하,2019,7,2576
충북, 102㎡초과,2019,7,2532
충남, 60㎡이하,2019,7,2545
충남, 60㎡초과 85㎡이하,2019,7,2683
충남, 102㎡초과,2019,7,2839
전북, 60㎡이하,2019,7,2348
전북, 60㎡초과 85㎡이하,2019,7,2487
전북, 85㎡초과 102㎡이하,2019,7,2724
전북, 102㎡초과,2019,7,2698
전남, 60㎡이하,2019,7,2365
전남, 60㎡초과 85㎡이하,2019,7,2339
전남, 85㎡초과 102㎡이하,2019,7,2337
전남, 102㎡초과,2019,7,3003
경북, 60㎡이하,2019,7,2472
경북, 60㎡초과 85㎡이하,2019,7,2522
경북, 85㎡초과 102㎡이하,2019,7,2667
경북, 102㎡초과,2019,7,3076
경남, 60㎡이하,2019,7,2937
경남, 60㎡초과 85㎡이하,2019,7,2954
경남, 85㎡초과 102㎡이하,2019,7,3211
경남, 102㎡초과,2019,7,4303
제주, 60㎡이하,2019,7,3804
제주, 60㎡초과 85㎡이하,2019,7,3884
제주, 102㎡초과,2019,7,3601
서울, 60㎡이하,2019,8,8223
서울, 60㎡초과 85㎡이하,2019,8,8562
서울, 85㎡초과 102㎡이하,2019,8,12728
서울, 102㎡초과,2019,8,8866
인천, 60㎡이하,2019,8,3782
인천, 60㎡초과 85㎡이하,2019,8,3966
인천, 85㎡초과 102㎡이하,2019,8,3773
인천, 102㎡초과,2019,8,5188
경기, 60㎡이하,2019,8,4682
경기, 60㎡초과 85㎡이하,2019,8,4314
경기, 85㎡초과 102㎡이하,2019,8,5284
경기, 102㎡초과,2019,8,5371
부산, 60㎡이하,2019,8,3971
부산, 60㎡초과 85㎡이하,2019,8,3924
부산, 85㎡초과 102㎡이하,2019,8,4474
부산, 102㎡초과,2019,8,4596
대구, 60㎡이하,2019,8,4283
대구, 60㎡초과 85㎡이하,2019,8,4291
대구, 85㎡초과 102㎡이하,2019,8,4120
대구, 102㎡초과,2019,8,4840
광주, 60㎡이하,2019,8,3580
광주, 60㎡초과 85㎡이하,2019,8,3720
광주, 102㎡초과,2019,8,4159
대전, 60㎡이하,2019,8,3416
대전, 60㎡초과 85㎡이하,2019,8,3327
대전, 102㎡초과,2019,8,4505
세종, 60㎡초과 85㎡이하,2019,8,3395
세종, 85㎡초과 102㎡이하,2019,8,3510
세종, 102㎡초과,2019,8,3931
강원, 60㎡이하,2019,8,2574
강원, 60㎡초과 85㎡이하,2019,8,2476
강원, 85㎡초과 102㎡이하,2019,8,3329
강원, 102㎡초과,2019,8,2823
충북, 60㎡이하,2019,8,2124
충북, 60㎡초과 85㎡이하,2019,8,2261
충북, 85㎡초과 102㎡이하,2019,8,2576
충북, 102㎡초과,2019,8,2532
충남, 60㎡이하,2019,8,2595
충남, 60㎡초과 85㎡이하,2019,8,2656
충남, 102㎡초과,2019,8,2835
전북, 60㎡이하,2019,8,2348
전북, 60㎡초과 85㎡이하,2019,8,2630
전북, 85㎡초과 102㎡이하,2019,8,2724
전북, 102㎡초과,2019,8,2698
전남, 60㎡이하,2019,8,2465
전남, 60㎡초과 85㎡이하,2019,8,2339
전남, 85㎡초과 102㎡이하,2019,8,2337
전남, 102㎡초과,2019,8,3003
경북, 60㎡이하,2019,8,2578
경북, 60㎡초과 85㎡이하,2019,8,2599
경북, 85㎡초과 102㎡이하,2019,8,2667
경북, 102㎡초과,2019,8,3183
경남, 60㎡이하,2019,8,2730
경남, 60㎡초과 85㎡이하,2019,8,2958
경남, 85㎡초과 102㎡이하,2019,8,3211
경남, 102㎡초과,2019,8,4303
제주, 60㎡이하,2019,8,3804
제주, 60㎡초과 85㎡이하,2019,8,3884
제주, 102㎡초과,2019,8,3601
서울, 60㎡이하,2019,9,8205
서울, 60㎡초과 85㎡이하,2019,9,8572
서울, 85㎡초과 102㎡이하,2019,9,12728
서울, 102㎡초과,2019,9,8972
인천, 60㎡이하,2019,9,3782
인천, 60㎡초과 85㎡이하,2019,9,3966
인천, 85㎡초과 102㎡이하,2019,9,3773
인천, 102㎡초과,2019,9,5188
경기, 60㎡이하,2019,9,4818
경기, 60㎡초과 85㎡이하,2019,9,4428
경기, 85㎡초과 102㎡이하,2019,9,5284
경기, 102㎡초과,2019,9,5371
부산, 60㎡이하,2019,9,3921
부산, 60㎡초과 85㎡이하,2019,9,4019
부산, 85㎡초과 102㎡이하,2019,9,4420
부산, 102㎡초과,2019,9,4552
대구, 60㎡이하,2019,9,4354
대구, 60㎡초과 85㎡이하,2019,9,4334
대구, 85㎡초과 102㎡이하,2019,9,4450
대구, 102㎡초과,2019,9,4881
광주, 60㎡이하,2019,9,3580
광주, 60㎡초과 85㎡이하,2019,9,3720
광주, 102㎡초과,2019,9,4159
대전, 60㎡이하,2019,9,3611
대전, 60㎡초과 85㎡이하,2019,9,3369
대전, 102㎡초과,2019,9,4500
울산, 60㎡이하,2019,9,2755
울산, 60㎡초과 85㎡이하,2019,9,2716
세종, 60㎡초과 85㎡이하,2019,9,3395
세종, 85㎡초과 102㎡이하,2019,9,3510
세종, 102㎡초과,2019,9,3931
강원, 60㎡이하,2019,9,2547
강원, 60㎡초과 85㎡이하,2019,9,2458
강원, 85㎡초과 102㎡이하,2019,9,3329
강원, 102㎡초과,2019,9,3233
충북, 60㎡이하,2019,9,2303
충북, 60㎡초과 85㎡이하,2019,9,2284
충북, 85㎡초과 102㎡이하,2019,9,2576
충북, 102㎡초과,2019,9,2532
충남, 60㎡이하,2019,9,2366
충남, 60㎡초과 85㎡이하,2019,9,2615
충남, 102㎡초과,2019,9,2835
전북, 60㎡이하,2019,9,2348
전북, 60㎡초과 85㎡이하,2019,9,2630
전북, 85㎡초과 102㎡이하,2019,9,2724
전북, 102㎡초과,2019,9,2698
전남, 60㎡이하,2019,9,2465
전남, 60㎡초과 85㎡이하,2019,9,2481
전남, 85㎡초과 102㎡이하,2019,9,2337
전남, 102㎡초과,2019,9,3053
경북, 60㎡이하,2019,9,2578
경북, 60㎡초과 85㎡이하,2019,9,2638
경북, 85㎡초과 102㎡이하,2019,9,2726
경북, 102㎡초과,2019,9,3362
경남, 60㎡초과 85㎡이하,2019,9,2970
경남, 85㎡초과 102㎡이하,2019,9,3211
경남, 102㎡초과,2019,9,4303
제주, 60㎡이하,2019,9,3804
제주, 60㎡초과 85㎡이하,2019,9,3884
제주, 102㎡초과,2019,9,3601
서울, 60㎡이하,2019,10,8230
서울, 60㎡초과 85㎡이하,2019,10,8574
서울, 85㎡초과 102㎡이하,2019,10,12728
서울, 102㎡초과,2019,10,8903
인천, 60㎡이하,2019,10,3866
인천, 60㎡초과 85㎡이하,2019,10,3956
인천, 85㎡초과 102㎡이하,2019,10,3881
인천, 102㎡초과,2019,10,5185
경기, 60㎡이하,2019,10,4876
경기, 60㎡초과 85㎡이하,2019,10,4353
경기, 85㎡초과 102㎡이하,2019,10,5284
경기, 102㎡초과,2019,10,5292
부산, 60㎡이하,2019,10,3860
부산, 60㎡초과 85㎡이하,2019,10,4056
부산, 85㎡초과 102㎡이하,2019,10,4401
부산, 102㎡초과,2019,10,4433
대구, 60㎡이하,2019,10,4354
대구, 60㎡초과 85㎡이하,2019,10,4385
대구, 85㎡초과 102㎡이하,2019,10,4450
대구, 102㎡초과,2019,10,4830
광주, 60㎡이하,2019,10,3647
광주, 60㎡초과 85㎡이하,2019,10,3771
광주, 102㎡초과,2019,10,4159
대전, 60㎡이하,2019,10,3534
대전, 60㎡초과 85㎡이하,2019,10,3567
대전, 102㎡초과,2019,10,4500
울산, 60㎡이하,2019,10,3399
울산, 60㎡초과 85㎡이하,2019,10,3110
세종, 60㎡초과 85㎡이하,2019,10,3395
세종, 85㎡초과 102㎡이하,2019,10,3510
세종, 102㎡초과,2019,10,3931
강원, 60㎡이하,2019,10,2563
강원, 60㎡초과 85㎡이하,2019,10,2442
강원, 85㎡초과 102㎡이하,2019,10,3329
강원, 102㎡초과,2019,10,3233
충북, 60㎡이하,2019,10,2286
충북, 60㎡초과 85㎡이하,2019,10,2292
충북, 85㎡초과 102㎡이하,2019,10,2634
충북, 102㎡초과,2019,10,2532
충남, 60㎡이하,2019,10,2332
충남, 60㎡초과 85㎡이하,2019,10,2629
충남, 85㎡초과 102㎡이하,2019,10,3201
충남, 102㎡초과,2019,10,2835
전북, 60㎡이하,2019,10,2387
전북, 60㎡초과 85㎡이하,2019,10,2542
전북, 85㎡초과 102㎡이하,2019,10,2764
전북, 102㎡초과,2019,10,2667
전남, 60㎡이하,2019,10,2465
전남, 60㎡초과 85㎡이하,2019,10,2494
전남, 85㎡초과 102㎡이하,2019,10,2337
전남, 102㎡초과,2019,10,3053
경북, 60㎡이하,2019,10,2578
경북, 60㎡초과 85㎡이하,2019,10,2897
경북, 85㎡초과 102㎡이하,2019,10,2604
경북, 102㎡초과,2019,10,3457
경남, 60㎡초과 85㎡이하,2019,10,3176
경남, 85㎡초과 102㎡이하,2019,10,3247
경남, 102㎡초과,2019,10,4303
제주, 60㎡이하,2019,10,3804
제주, 60㎡초과 85㎡이하,2019,10,3884
제주, 102㎡초과,2019,10,3601
서울, 60㎡이하,2019,11,8196
서울, 60㎡초과 85㎡이하,2019,11,8300
서울, 85㎡초과 102㎡이하,2019,11,12728
서울, 102㎡초과,2019,11,8952
인천, 60㎡이하,2019,11,3911
인천, 60㎡초과 85㎡이하,2019,11,3922
인천, 85㎡초과 102㎡이하,2019,11,3904
인천, 102㎡초과,2019,11,4768
경기, 60㎡이하,2019,11,4885
경기, 60㎡초과 85㎡이하,2019,11,4341
경기, 85㎡초과 102㎡이하,2019,11,5284
경기, 102㎡초과,2019,11,5342
부산, 60㎡이하,2019,11,3749
부산, 60㎡초과 85㎡이하,2019,11,4010
부산, 85㎡초과 102㎡이하,2019,11,4401
부산, 102㎡초과,2019,11,4322
대구, 60㎡이하,2019,11,4364
대구, 60㎡초과 85㎡이하,2019,11,4369
대구, 85㎡초과 102㎡이하,2019,11,4389
대구, 102㎡초과,2019,11,5158
광주, 60㎡이하,2019,11,3717
광주, 60㎡초과 85㎡이하,2019,11,3841
광주, 102㎡초과,2019,11,4246
대전, 60㎡이하,2019,11,3534
대전, 60㎡초과 85㎡이하,2019,11,3567
대전, 102㎡초과,2019,11,4500
울산, 60㎡이하,2019,11,3399
울산, 60㎡초과 85㎡이하,2019,11,3110
세종, 60㎡초과 85㎡이하,2019,11,3395
세종, 85㎡초과 102㎡이하,2019,11,3510
세종, 102㎡초과,2019,11,3931
강원, 60㎡이하,2019,11,2561
강원, 60㎡초과 85㎡이하,2019,11,2489
강원, 85㎡초과 102㎡이하,2019,11,3329
강원, 102㎡초과,2019,11,3598
충북, 60㎡이하,2019,11,2324
충북, 60㎡초과 85㎡이하,2019,11,2293
충북, 85㎡초과 102㎡이하,2019,11,2634
충북, 102㎡초과,2019,11,2532
충남, 60㎡이하,2019,11,2332
충남, 60㎡초과 85㎡이하,2019,11,2629
충남, 85㎡초과 102㎡이하,2019,11,3201
충남, 102㎡초과,2019,11,2835
전북, 60㎡이하,2019,11,2526
전북, 60㎡초과 85㎡이하,2019,11,2458
전북, 85㎡초과 102㎡이하,2019,11,2764
전북, 102㎡초과,2019,11,2667
전남, 60㎡이하,2019,11,2529
전남, 60㎡초과 85㎡이하,2019,11,2514
전남, 102㎡초과,2019,11,3053
경북, 60㎡이하,2019,11,2578
경북, 60㎡초과 85㎡이하,2019,11,2897
경북, 85㎡초과 102㎡이하,2019,11,2604
